"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","68.6",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2014","Active population","77.9",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","70.6",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2015","Active population","78.7",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","72.2",""
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2006","Active population","58.2",""
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","54.6",""
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2007","Active population","58.9","b"
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","56.1","b"
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2008","Active population","58.7",""
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","55.1",""
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2009","Active population","60.7","b"
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","57.0","b"
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2010","Active population","60.3",""
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","57.2",""
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2011","Active population","60.7",""
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","56.9",""
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2012","Active population","62.8",""
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","59.0",""
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2013","Active population","63.2",""
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","59.1",""
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2014","Active population","64.2",""
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","60.5",""
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2015","Active population","65.6","b"
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","60.8","b"
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2006","Active population","63.1",""
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","59.4",""
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2007","Active population","63.8","b"
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","61.0","b"
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2008","Active population","63.8",""
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","60.1",""
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2009","Active population","65.3","b"
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","61.5","b"
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2010","Active population","65.3",""
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","62.0",""
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2011","Active population","65.9",""
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","61.9",""
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2012","Active population","68.1",""
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","64.1",""
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2013","Active population","68.2",""
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","63.9",""
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2014","Active population","69.4",""
